Quarter,Pipeline,Total Daily Transportation (DTH),Monthly Est. Transportation Reservation Revenue ($),Total Storage (DTH),Monthly Estimated Storage Reservation Revenue ($),Average Contract Length (Months),Active Contracts
Q1 2018,Nautilus Pipeline Company L.L.C.,251433,1069597,0,NA,NA,44
Q1 2018,NGO Transmission Inc.,76773,NA,43260,NA,181,1
Q1 2018,North Baja Pipeline LLC,1090750,4361255,0,NA,186,15
Q1 2018,Northern Border Pipeline Company,3773511,NA,0,NA,41,343
Q1 2018,Northern Natural Gas Company,20337834,52272506,149883293,74526044,89,1321
Q1 2018,Northwest Pipeline LLC,4983295,36170251,8836002,NA,247,203
Q1 2018,OkTex Pipeline Company L.L.C.,135552,25741325,0,NA,92,8
Q1 2018,Ozark Gas Transmission L.L.C.,157680,1250402,0,NA,75,11
Q1 2018,Paiute Pipeline Company,297148,NA,949872,NA,119,29
Q1 2018,Panhandle Eastern Pipe Line Company LP,3949161,24710407,42240053,476190,201,223
Q1 2018,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q1 2018,Pine Prairie Energy Center LLC,0,NA,48339000,NA,28,44
Q1 2018,Portland Natural Gas Transmission System LP,205604,15493166,5,NA,191,13
Q1 2018,Rockies Express Pipeline LLC,4773300,90056345,0,NA,112,50
Q1 2018,Rover Pipeline LLC,1610000,3109760,0,NA,197,4
Q1 2018,Ruby Pipeline LLC,1122100,38805136,0,NA,122,15
Q1 2018,Sabal Trail Transmission LLC,400000,19051920,0,NA,300,1
Q1 2018,Saltville Gas Storage Company LLC,0,NA,4957440,533920,61,44
Q1 2018,Sea Robin Pipeline Company LLC,12454,50998,0,NA,134,4
Q1 2018,SG Resources Mississippi LLC,0,NA,20750000,NA,66,11
Q1 2018,Sierrita Gas Pipeline LLC,200846,2992786,0,NA,261,1
Q1 2018,Southeast Supply Header LLC.,1085000,2305100,0,NA,144,10
Q1 2018,Southern Natural Gas Company L.L.C.,4271332,25181905,53092004,1380392,158,572
Q1 2018,Southern Star Central Gas Pipeline Inc.,3825771,11878911,43125693,252790,177,299
Q1 2018,Southwest Gas Storage Company,0,NA,57117890,NA,251,1
Q1 2018,Stagecoach Pipeline and Storage Company LLC,0,NA,37041413,NA,57,46
Q1 2018,Steckman Ridge LP,0,NA,7500000,NA,55,6
Q1 2018,Stingray Pipeline Company L.L.C.,28791,669392,0,NA,NA,20
Q1 2018,Tallgrass Interstate Gas Transmission LLC,772787,6368664,11164570,7450,165,76
Q1 2018,Tennessee Gas Pipeline Company L.L.C.,11394384,31749025,80443665,1286673,235,657
Q1 2018,Texas Eastern Transmission LP,13871439,18444996,71992173,354533430,115,507
Q1 2018,Texas Gas Transmission LLC,6623957,22632102,55389135,32428434,116,219
Q1 2018,Trailblazer Pipeline Company LLC,1116600,8144925,0,NA,146,55
Q1 2018,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q1 2018,TransColorado Gas Transmission Company LLC,194550,1813090,0,NA,47,7
Q1 2018,Transcontinental Gas Pipe Line Company LLC,14590271,61505748,192822985,4822760,166,611
Q1 2018,Transwestern Pipeline Company LLC,2232277,16782841,0,NA,48,80
Q1 2018,Tres Palacios Gas Storage LLC,0,NA,29829319,NA,13,24
Q1 2018,Trunkline Gas Company LLC,4474081,10325929,4194945,12492830,90,118
Q1 2018,Tuscarora Gas Transmission Company,230584,1928028,0,NA,206,24
Q1 2018,UGI LNG Inc,10000,NA,10000,NA,97,1
Q1 2018,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q1 2018,UGI Storage Company,0,NA,87997,NA,17,6
Q1 2018,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q1 2018,USG Pipeline Company LLC,9200,NA,0,NA,132,2
Q1 2018,Vector Pipeline L.P.,3026796,14162141,0,NA,68,50
Q1 2018,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q1 2018,Viking Gas Transmission Company,576575,2578736,0,NA,159,89
Q1 2018,WBI Energy Transmission Inc.,1181449,6106210,14220857,249860,84,58
Q1 2018,White River Hub LLC,2540000,931824,0,NA,151,5
Q1 2018,Wyoming Interstate Company L.L.C.,3767111,50627645,0,NA,97,51
Q1 2018,Young Gas Storage Company Ltd.,0,NA,6363263,20123183,343,2
Q4 2017,Algonquin Gas Transmission LLC,5226636,32806444,0,NA,84,157
Q4 2017,Alliance Pipeline L.P.,1675956,26933458,0,NA,41,66
Q4 2017,ANR Pipeline Company,6075050,43744582,193407604,NA,114,681
Q4 2017,ANR Storage Company,0,NA,57240960,NA,54,20
Q4 2017,Arlington Storage Company LLC,0,NA,11905000,NA,44,9
Q4 2017,BBT (AlaTenn) LLC,135575,299569,0,NA,84,23
Q4 2017,Big Sandy Pipeline LLC,165821,2864128,0,NA,99,13
Q4 2017,Blue Lake Gas Storage Company,0,NA,48000000,86529600,95,4
Q4 2017,Bluewater Gas Storage LLC,0,NA,27492910,NA,31,27
Q4 2017,Boardwalk Storage Co LLC,0,NA,6250000,NA,15,10
Q4 2017,Bobcat Storage,0,NA,15642200,NA,38,14
Q4 2017,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q4 2017,Caledonia Energy Partners LLC,0,NA,5300000,NA,33,4
Q4 2017,Cameron Interstate Pipeline LLC,1473000,1929335,0,NA,133,2
Q4 2017,Chandeleur Pipe Line LLC,25000,301510,0,NA,26,1
Q4 2017,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q4 2017,Cheyenne Plains Gas Pipeline Company LLC,524340,3201303,0,NA,99,13
Q4 2017,Cimarron River Pipeline LLC,364487,NA,0,NA,120,4
Q4 2017,Colorado Interstate Gas Company L.L.C.,4551121,13595683,41129186,82764518,179,137
Q4 2017,Columbia Gas Transmission LLC,11999556,69086008,255514770,NA,149,728
Q4 2017,Columbia Gulf Transmission LLC,3449346,12812624,0,NA,129,89
Q4 2017,Crossroads Pipeline Company,54075,177312,0,NA,83,6
Q4 2017,Dauphin Island Gathering Partners,50421,NA,0,NA,3,17
Q4 2017,Discovery Gas Transmission LLC,695227,NA,0,NA,3,44
Q4 2017,Dominion Energy Carolina Gas Transmission LLC,741067,2870776,0,NA,68,69
Q4 2017,Dominion Energy Cove Point LNG LP,1911999,18150165,7822500,NA,243,24
Q4 2017,East Tennessee Natural Gas LLC,1961088,23148413,1090043,NA,105,186
Q4 2017,Eastern Gas Transmission and Storage Inc,8681086,27086149,308067896,2197904,185,424
Q4 2017,Egan Hub Storage LLC,0,NA,21400000,NA,44,20
Q4 2017,El Paso Natural Gas Company L.L.C.,5919003,53720073,0,NA,114,190
Q4 2017,Elba Express Company L.L.C.,1798157,6568059,0,NA,150,20
Q4 2017,Empire Pipeline Inc.,953601,4590611,3753090,142993,62,18
Q4 2017,Enable Gas Transmission LLC,4255101,42706565,22920017,NA,69,766
Q4 2017,Equitrans L.P.,3573790,39124179,28472669,618367,152,49
Q4 2017,ETC Tiger Pipeline LLC,2080000,7196100,0,NA,119,8
Q4 2017,Florida Gas Transmission Company LLC,3670627,31370107,0,NA,253,169
Q4 2017,Florida Southeast Connection LLC,400000,NA,0,NA,299,1
Q4 2017,Freebird Gas Storage LLC,0,NA,2000000,NA,24,1
Q4 2017,Garden Banks Gas Pipeline LLC,221634,NA,0,NA,2,14
Q4 2017,Gas Transmission Northwest LLC,2460492,NA,0,NA,183,111
Q4 2017,Golden Triangle Storage Inc,165000,NA,11500000,NA,23,14
Q4 2017,Granite State Gas Transmission Inc.,103750,12159,0,NA,11,5
Q4 2017,Great Lakes Gas Transmission Limited Partnership,2215502,17142119,0,NA,55,99
Q4 2017,Guardian Pipeline L.L.C.,2471731,7087654,0,NA,150,19
Q4 2017,Gulf South Pipeline Company LP,5331197,32664270,54450000,NA,91,263
Q4 2017,Gulfstream Natural Gas System L.L.C.,1310000,NA,0,NA,223,17
Q4 2017,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q4 2017,Iroquois Gas Transmission System L.P.,1328040,10059817,0,NA,169,57
Q4 2017,Kern River Gas Transmission Company,3028309,26473852,0,NA,122,85
Q4 2017,Kinder Morgan Illinois Pipeline LLC,360000,324000,0,NA,120,1
Q4 2017,KPC Pipeline LLC,104754,692222,0,NA,53,9
Q4 2017,Maritimes & Northeast Pipeline L.L.C.,1070317,12487762,0,NA,161,10
Q4 2017,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q4 2017,Midwestern Gas Transmission Company,1442173,3065478,0,NA,127,59
Q4 2017,MIGC LLC,52542,596831,0,NA,59,8
Q4 2017,Millennium Pipeline Company LLC,2011426,35945464,0,NA,88,46
Q4 2017,Mississippi Canyon Gas Pipeline LLC,143543,375222,0,NA,NA,15
Q4 2017,Mississippi Hub LLC,0,NA,13250000,NA,36,9
Q4 2017,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,174,3
Q4 2017,MountainWest Overthrust Pipeline LLC,1716175,3116673,0,NA,96,16
Q4 2017,MountainWest Pipeline LLC,2056828,10342113,53314618,6763615,163,89
Q4 2017,National Fuel Gas Supply Corporation,3114582,6331991,64288841,2289902,98,155
Q4 2017,Natural Gas Pipeline Company of America LLC,7632755,12194963,239786225,NA,48,312
Q4 2017,Nautilus Pipeline Company L.L.C.,226088,961778,0,NA,NA,40
Q4 2017,NGO Transmission Inc.,76773,NA,43260,NA,169,1
Q4 2017,North Baja Pipeline LLC,909847,3637932,0,NA,186,15
Q4 2017,Northern Border Pipeline Company,3801330,NA,0,NA,54,236
Q4 2017,Northern Natural Gas Company,22395760,22581596,121416884,67589498,88,1317
Q4 2017,Northwest Pipeline LLC,4987700,37942414,8836002,NA,245,203
Q4 2017,OkTex Pipeline Company L.L.C.,135552,25741325,0,NA,92,8
Q4 2017,Ozark Gas Transmission L.L.C.,136580,1083079,0,NA,83,10
Q4 2017,Paiute Pipeline Company,206121,NA,949872,NA,119,29
Q4 2017,Panhandle Eastern Pipe Line Company LP,3255916,20578579,42395053,476190,202,221
Q4 2017,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q4 2017,Pine Prairie Energy Center LLC,0,NA,53859815,NA,28,45
Q4 2017,Portland Natural Gas Transmission System LP,189422,4922001,0,NA,179,13
Q4 2017,Rockies Express Pipeline LLC,5161300,99848710,0,NA,99,57
Q4 2017,Rover Pipeline LLC,700000,2410064,0,NA,73,5
Q4 2017,Ruby Pipeline LLC,1090000,37695034,0,NA,121,15
Q4 2017,Sabal Trail Transmission LLC,700000,36198630,0,NA,150,2
Q4 2017,Saltville Gas Storage Company LLC,0,NA,5262010,566722,61,44
Q4 2017,Sea Robin Pipeline Company LLC,78385,320979,0,NA,125,4
Q4 2017,SG Resources Mississippi LLC,0,NA,21000000,NA,66,11
Q4 2017,Sierrita Gas Pipeline LLC,200846,2992786,0,NA,300,1
Q4 2017,Southeast Supply Header LLC.,1085000,2305100,0,NA,144,10
Q4 2017,Southern Natural Gas Company L.L.C.,4180523,24565023,53092004,1380392,159,567
Q4 2017,Southern Star Central Gas Pipeline Inc.,3753584,11687291,43125693,252790,183,289
Q4 2017,Southwest Gas Storage Company,0,NA,57117890,NA,251,1
Q4 2017,Stagecoach Pipeline and Storage Company LLC,0,NA,40253013,NA,59,46
Q4 2017,Steckman Ridge LP,0,NA,7500000,NA,55,6
Q4 2017,Stingray Pipeline Company L.L.C.,38974,906147,0,NA,NA,20
Q4 2017,Tallgrass Interstate Gas Transmission LLC,738448,5932499,11164570,7450,166,77
Q4 2017,Tennessee Gas Pipeline Company L.L.C.,11274688,29586152,80443665,1286673,240,639
Q4 2017,Texas Eastern Transmission LP,12972095,17283079,71992173,354358707,113,501
Q4 2017,Texas Gas Transmission LLC,6621504,27991070,54984135,32428434,115,219
Q4 2017,Trailblazer Pipeline Company LLC,946000,6784000,0,NA,157,51
Q4 2017,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q4 2017,TransColorado Gas Transmission Company LLC,663938,6187503,0,NA,59,16
Q4 2017,Transcontinental Gas Pipe Line Company LLC,13994278,59037733,192822985,4822760,166,599
Q4 2017,Transwestern Pipeline Company LLC,1930527,7638368,0,NA,46,82
Q4 2017,Tres Palacios Gas Storage LLC,0,NA,31388509,NA,10,29
Q4 2017,Trunkline Gas Company LLC,4323781,9576019,4194945,12492830,89,120
Q4 2017,Tuscarora Gas Transmission Company,230584,1928028,0,NA,200,24
Q4 2017,UGI LNG Inc,10000,NA,10000,NA,97,1
Q4 2017,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q4 2017,UGI Storage Company,0,NA,87997,NA,17,6
Q4 2017,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q4 2017,USG Pipeline Company LLC,9200,NA,0,NA,126,2
Q4 2017,Vector Pipeline L.P.,3115885,15572860,0,NA,66,63
Q4 2017,Viking Gas Transmission Company,542537,2470936,0,NA,139,88
Q4 2017,WBI Energy Transmission Inc.,1179025,2118979,14220857,249860,81,57
Q4 2017,White River Hub LLC,2540000,931824,0,NA,151,5
Q4 2017,Wyoming Interstate Company L.L.C.,3706103,50196857,0,NA,100,52
Q4 2017,Young Gas Storage Company Ltd.,0,NA,6363263,20123183,343,2
Q3 2017,Algonquin Gas Transmission LLC,4930027,32418766,0,NA,84,155
Q3 2017,Alliance Pipeline L.P.,1746531,28067633,0,NA,37,74
Q3 2017,ANR Pipeline Company,6022752,43367178,193407604,NA,112,707
Q3 2017,ANR Storage Company,0,NA,57240960,NA,53,20
Q3 2017,Arlington Storage Company LLC,0,NA,11905000,NA,44,9
Q3 2017,BBT (AlaTenn) LLC,100575,196119,0,NA,87,22
Q3 2017,Big Sandy Pipeline LLC,165821,2864128,0,NA,99,13
Q3 2017,Blue Lake Gas Storage Company,0,NA,48000000,86529600,95,4
Q3 2017,Bluewater Gas Storage LLC,0,NA,26153631,NA,43,18
Q3 2017,Boardwalk Storage Co LLC,0,NA,6250000,NA,15,10
Q3 2017,Bobcat Storage,0,NA,15642200,NA,38,14
Q3 2017,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q3 2017,Caledonia Energy Partners LLC,0,NA,5300000,NA,33,4
Q3 2017,Cameron Interstate Pipeline LLC,673000,881495,0,NA,133,2
Q3 2017,Chandeleur Pipe Line LLC,25000,301510,0,NA,26,1
Q3 2017,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q3 2017,Cheyenne Plains Gas Pipeline Company LLC,526840,3228034,0,NA,92,14
Q3 2017,Cimarron River Pipeline LLC,364487,NA,0,NA,120,4
Q3 2017,Colorado Interstate Gas Company L.L.C.,4355450,13578029,41129186,82764518,180,135
Q3 2017,Columbia Gas Transmission LLC,9849007,55236880,255514770,NA,150,723
Q3 2017,Columbia Gulf Transmission LLC,3449346,12812624,0,NA,129,89
Q3 2017,Crossroads Pipeline Company,54000,177066,0,NA,83,6
Q3 2017,Dauphin Island Gathering Partners,165171,NA,0,NA,3,18
Q3 2017,Discovery Gas Transmission LLC,654268,NA,0,NA,3,42
Q3 2017,Dominion Energy Carolina Gas Transmission LLC,739342,2853206,0,NA,69,67
Q3 2017,Dominion Energy Cove Point LNG LP,1911999,18150165,7822500,NA,243,24
Q3 2017,East Tennessee Natural Gas LLC,1961088,23148413,1090043,NA,105,188
Q3 2017,Eastern Gas Transmission and Storage Inc,8623538,26937150,308067896,2197904,184,424
Q3 2017,Egan Hub Storage LLC,0,NA,21400000,NA,44,20
Q3 2017,El Paso Natural Gas Company L.L.C.,5786535,58088024,0,NA,117,186
Q3 2017,Elba Express Company L.L.C.,1798157,6568059,0,NA,150,20
Q3 2017,Empire Pipeline Inc.,932401,4761623,3753090,142993,71,15
Q3 2017,Enable Gas Transmission LLC,4405805,42662412,22920017,NA,69,767
Q3 2017,Equitrans L.P.,3473790,37797156,28172669,618367,161,46
Q3 2017,ETC Tiger Pipeline LLC,2030000,6666975,0,NA,136,7
Q3 2017,Florida Gas Transmission Company LLC,3767341,32268141,0,NA,249,167
Q3 2017,Freebird Gas Storage LLC,0,NA,2000000,NA,24,1
Q3 2017,Garden Banks Gas Pipeline LLC,218281,NA,0,NA,2,14
Q3 2017,Gas Transmission Northwest LLC,2640969,NA,0,NA,173,118
Q3 2017,Golden Triangle Storage Inc,165000,NA,9500000,NA,25,12
Q3 2017,Granite State Gas Transmission Inc.,103750,11782,0,NA,11,5
Q3 2017,Great Lakes Gas Transmission Limited Partnership,1923535,15880218,0,NA,60,91
Q3 2017,Guardian Pipeline L.L.C.,2471731,7087654,0,NA,150,19
Q3 2017,Gulf South Pipeline Company LP,5165254,34381590,54450000,NA,91,262
Q3 2017,Gulfstream Natural Gas System L.L.C.,1310000,NA,0,NA,223,17
Q3 2017,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q3 2017,Iroquois Gas Transmission System L.P.,1323040,10541118,0,NA,165,58
Q3 2017,Kern River Gas Transmission Company,3135240,28446951,0,NA,120,87
Q3 2017,Kinder Morgan Illinois Pipeline LLC,360000,324000,0,NA,120,1
Q3 2017,KPC Pipeline LLC,104754,692222,0,NA,77,9
Q3 2017,Maritimes & Northeast Pipeline L.L.C.,1070317,12487761,0,NA,179,9
Q3 2017,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q3 2017,Midwestern Gas Transmission Company,1442173,3065478,0,NA,127,59
Q3 2017,MIGC LLC,52542,621541,0,NA,50,8
Q3 2017,Millennium Pipeline Company LLC,2086426,36940639,0,NA,86,47
Q3 2017,Mississippi Canyon Gas Pipeline LLC,165907,388224,0,NA,NA,15
Q3 2017,Mississippi Hub LLC,13250000,NA,0,NA,36,9
Q3 2017,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,174,3
Q3 2017,MountainWest Overthrust Pipeline LLC,1719375,3123598,0,NA,96,16
Q3 2017,MountainWest Pipeline LLC,2056828,10342113,53314618,6763615,164,88
Q3 2017,National Fuel Gas Supply Corporation,3129582,6259405,65233841,2324489,97,156
Q3 2017,Natural Gas Pipeline Company of America LLC,7548877,12194441,239786225,NA,49,313
Q3 2017,Nautilus Pipeline Company L.L.C.,233092,991575,0,NA,NA,42
Q3 2017,NGO Transmission Inc.,76773,NA,43260,NA,169,1
Q3 2017,North Baja Pipeline LLC,907830,3548552,0,NA,200,14
Q3 2017,Northern Border Pipeline Company,3706631,NA,0,NA,64,193
Q3 2017,Northern Natural Gas Company,23532757,23316619,122709161,70160498,86,1341
Q3 2017,Northwest Pipeline LLC,4957000,37564804,8836002,NA,241,202
Q3 2017,OkTex Pipeline Company L.L.C.,135552,25741325,0,NA,92,8
Q3 2017,Ozark Gas Transmission L.L.C.,151580,1202029,0,NA,83,10
Q3 2017,Paiute Pipeline Company,206121,NA,949872,NA,119,29
Q3 2017,Panhandle Eastern Pipe Line Company LP,2424740,14422315,42395053,476190,201,219
Q3 2017,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q3 2017,Pine Prairie Energy Center LLC,0,NA,56173900,NA,27,46
Q3 2017,Portland Natural Gas Transmission System LP,189422,4922001,0,NA,179,13
Q3 2017,Rockies Express Pipeline LLC,4596300,96311130,0,NA,119,47
Q3 2017,Ruby Pipeline LLC,1060000,36657556,0,NA,140,13
Q3 2017,Saltville Gas Storage Company LLC,0,NA,5262010,566722,61,44
Q3 2017,Sea Robin Pipeline Company LLC,60845,249154,0,NA,125,4
Q3 2017,SG Resources Mississippi LLC,0,NA,20700000,NA,66,10
Q3 2017,Sierrita Gas Pipeline LLC,200846,2992786,0,NA,300,1
Q3 2017,Southeast Supply Header LLC.,1085000,2305100,0,NA,144,10
Q3 2017,Southern Natural Gas Company L.L.C.,3979897,23386756,53092004,1380392,159,565
Q3 2017,Southern Star Central Gas Pipeline Inc.,3690484,11298273,43125693,252790,177,287
Q3 2017,Southwest Gas Storage Company,0,NA,57117890,NA,251,1
Q3 2017,Stagecoach Pipeline and Storage Company LLC,0,NA,40253013,NA,59,46
Q3 2017,Steckman Ridge LP,0,NA,7500000,NA,55,6
Q3 2017,Stingray Pipeline Company L.L.C.,42891,997216,0,NA,NA,20
Q3 2017,Tallgrass Interstate Gas Transmission LLC,728737,5812152,11164570,7450,170,75
Q3 2017,Tennessee Gas Pipeline Company L.L.C.,10765165,28365363,79107294,1259293,239,642
Q3 2017,Texas Eastern Transmission LP,12479290,17309372,71992173,355147216,114,498
Q3 2017,Texas Gas Transmission LLC,5940132,27993977,54984135,32428434,114,219
Q3 2017,Trailblazer Pipeline Company LLC,917763,6540936,0,NA,158,51
Q3 2017,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q3 2017,TransColorado Gas Transmission Company LLC,663938,6187503,0,NA,57,16
Q3 2017,Transcontinental Gas Pipe Line Company LLC,13574278,58959445,192822985,4822760,165,592
Q3 2017,Transwestern Pipeline Company LLC,1933427,7109318,0,NA,48,79
Q3 2017,Tres Palacios Gas Storage LLC,0,NA,34811506,NA,7,48
Q3 2017,Trunkline Gas Company LLC,3548764,9530462,4194945,12492830,89,118
Q3 2017,Tuscarora Gas Transmission Company,230584,1928028,0,NA,200,24
Q3 2017,UGI LNG Inc,10000,NA,10000,NA,97,1
Q3 2017,UGI Storage Company,0,NA,87997,NA,17,6
Q3 2017,Vector Pipeline L.P.,2849195,12576111,0,NA,71,58
Q3 2017,Viking Gas Transmission Company,520537,2390582,0,NA,138,88
Q3 2017,White River Hub LLC,2540000,931824,0,NA,151,5
Q3 2017,Wyoming Interstate Company L.L.C.,3700953,50119036,0,NA,101,53
Q3 2017,Young Gas Storage Company Ltd.,0,NA,6363263,20123183,343,2
Q2 2017,Algonquin Gas Transmission LLC,5321641,33333711,0,NA,85,156
Q2 2017,Alliance Pipeline L.P.,1695956,27254868,0,NA,40,67
Q2 2017,ANR Pipeline Company,6044219,43812000,184715230,NA,114,676
Q2 2017,ANR Storage Company,0,NA,57240960,NA,46,20
Q2 2017,Arlington Storage Company LLC,0,NA,11905000,NA,44,9
Q2 2017,BBT (AlaTenn) LLC,100575,196119,0,NA,87,22
Q2 2017,Big Sandy Pipeline LLC,165821,2864128,0,NA,99,13
Q2 2017,Blue Lake Gas Storage Company,0,NA,48000000,86529600,95,4
Q2 2017,Bluewater Gas Storage LLC,0,NA,31254083,NA,22,39
Q2 2017,Boardwalk Storage Co LLC,0,NA,5250000,NA,17,8
Q2 2017,Bobcat Storage,0,NA,15642200,NA,38,14
Q2 2017,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q2 2017,Caledonia Energy Partners LLC,0,NA,5300000,NA,33,4
Q2 2017,Cameron Interstate Pipeline LLC,673000,881495,0,NA,133,2
Q2 2017,Chandeleur Pipe Line LLC,25000,301510,0,NA,26,1
Q2 2017,Cheniere Creole Trail Pipeline L.P.,1530000,2268327,0,NA,239,1
Q2 2017,Cheyenne Plains Gas Pipeline Company LLC,453340,2442143,0,NA,104,12
Q2 2017,Cimarron River Pipeline LLC,364487,NA,0,NA,120,4
Q2 2017,Colorado Interstate Gas Company L.L.C.,4340284,13548504,41129186,82764518,183,133
Q2 2017,Columbia Gas Transmission LLC,9852509,54404725,253514770,NA,149,724
Q2 2017,Columbia Gulf Transmission LLC,3425846,13196367,0,NA,127,90
Q2 2017,Crossroads Pipeline Company,54000,177066,0,NA,81,6
Q2 2017,Dauphin Island Gathering Partners,52461,NA,0,NA,3,17
Q2 2017,Discovery Gas Transmission LLC,657049,NA,0,NA,3,42
Q2 2017,Dominion Energy Carolina Gas Transmission LLC,794973,3108314,0,NA,67,69
Q2 2017,Dominion Energy Cove Point LNG LP,2071999,24863805,7822500,NA,237,25
Q2 2017,East Tennessee Natural Gas LLC,1961088,23148413,1090043,NA,105,188
Q2 2017,Eastern Gas Transmission and Storage Inc,8634538,26760698,306506078,2175160,184,418
Q2 2017,Egan Hub Storage LLC,0,NA,21400000,NA,44,20
Q2 2017,El Paso Natural Gas Company L.L.C.,5507997,53664964,0,NA,121,179
Q2 2017,Elba Express Company L.L.C.,1772917,6364181,0,NA,139,20
Q2 2017,Empire Pipeline Inc.,932401,4761623,3753090,142993,68,15
Q2 2017,Enable Gas Transmission LLC,5487856,43852014,22920017,NA,68,768
Q2 2017,Equitrans L.P.,3274790,34157685,27172669,618367,161,46
Q2 2017,ETC Tiger Pipeline LLC,2030000,6666975,0,NA,136,7
Q2 2017,Florida Gas Transmission Company LLC,3722376,35305159,0,NA,249,166
Q2 2017,Freebird Gas Storage LLC,0,NA,2000000,NA,24,1
Q2 2017,Garden Banks Gas Pipeline LLC,140535,NA,0,NA,2,14
Q2 2017,Gas Transmission Northwest LLC,2438264,NA,0,NA,185,110
Q2 2017,Golden Triangle Storage Inc,165000,NA,6000000,NA,31,8
Q2 2017,Granite State Gas Transmission Inc.,135099,11564,0,NA,25,6
Q2 2017,Great Lakes Gas Transmission Limited Partnership,1915823,16537099,0,NA,60,87
Q2 2017,Guardian Pipeline L.L.C.,2471731,7087654,0,NA,150,19
Q2 2017,Gulf South Pipeline Company LP,5443197,35883210,52950000,NA,91,263
Q2 2017,Gulfstream Natural Gas System L.L.C.,1232000,NA,0,NA,226,16
Q2 2017,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q2 2017,Iroquois Gas Transmission System L.P.,1413040,10931324,0,NA,154,62
Q2 2017,Kern River Gas Transmission Company,3067069,26747809,0,NA,127,82
Q2 2017,Kinder Morgan Illinois Pipeline LLC,360000,324000,0,NA,120,1
Q2 2017,KPC Pipeline LLC,104754,692222,0,NA,77,9
Q2 2017,Maritimes & Northeast Pipeline L.L.C.,1070317,12487762,0,NA,161,10
Q2 2017,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q2 2017,Midwestern Gas Transmission Company,1442173,3065478,0,NA,127,59
Q2 2017,MIGC LLC,49039,593318,0,NA,53,7
Q2 2017,Millennium Pipeline Company LLC,2034926,36150034,0,NA,89,44
